site_no_,comp_name,cert_name,farm_name,species__c,type_of_certification__c,cert_country,farm_species,geom,,,,,
S0000757,Kefalonia Fisheries S.A.,Kokkinos Vrahos,Kokkinos Vrahos,"Seabass, Seabream and Meagre",Single Site,Greece,"Dicentrarchus labrax (European seabass), Argyrosomus regius (Meagre), Sparus aurata (Gilthead seabream)",POINT (20.475861 38.207778),,,,,
S0000758,Kefalonia Fisheries S.A.,Ag.Spryridonas,Ag.Spryridonas,"Seabass, Seabream and Meagre",Single Site,Greece,"Dicentrarchus labrax (European seabass), Argyrosomus regius (Meagre), Sparus aurata (Gilthead seabream)",POINT (20.463139 38.236778),,,,,
S0000759,Kefalonia Fisheries S.A.,Livadi,Livadi,"Seabass, Seabream and Meagre",Single Site,Greece,"Dicentrarchus labrax (European seabass), Argyrosomus regius (Meagre), Sparus aurata (Gilthead seabream)",POINT (20.457472 38.242278),,,,,
S0000781,Gümüsdoga Su Ürünleri Üretim Ihr. Ith. A.S.,Asya Project and Ugur Project,GÜMÜŞDOĞA - ASYA PROJESİ,"Seabass, Seabream and Meagre",Multi Site without IMS,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (27.153992 37.434914),,,,,
S0000782,Gümüsdoga Su Ürünleri Üretim Ihr. Ith. A.S.,Asya Project and Ugur Project,GÜMÜŞDOĞA - UĞUR PROJESİ,"Seabass, Seabream and Meagre",Multi Site without IMS,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (27.393506 37.267956),,,,,
S0000814,ANDROMEDA IBERICA ACUICULTURA S.L.,ANDROMEDA IBERICA ACUICULTURA S.L.,CULTIPEIX,"Seabass, Seabream and Meagre",Multi Site without IMS,Spain,Argyrosomus regius (Meagre),POINT (0 39.826635),,,,,
S0000815,ANDROMEDA IBERICA ACUICULTURA S.L.,ANDROMEDA IBERICA ACUICULTURA S.L.,GRAMAMED,"Seabass, Seabream and Meagre",Multi Site without IMS,Spain,Argyrosomus regius (Meagre),POINT (-0.201714 38.495098),,,,,
S0000816,ANDROMEDA IBERICA ACUICULTURA S.L.,ANDROMEDA IBERICA ACUICULTURA S.L.,SEA,"Seabass, Seabream and Meagre",Multi Site without IMS,Spain,Argyrosomus regius (Meagre),POINT (0.033881 38.618481),,,,,
S0000817,ANDROMEDA IBERICA ACUICULTURA S.L.,ANDROMEDA IBERICA ACUICULTURA S.L.,ALEVINES DEL SURESTE S.L.,"Seabass, Seabream and Meagre",Multi Site without IMS,Spain,Argyrosomus regius (Meagre),POINT (-1.486522 37.438998),,,,,
S0000830,KILIC DENIZ URUNLERI URETIM IHR. ITH. TIC. A.S.,Kilic Orfoz Deniz Baliklari Yetistiriciligi Projesi,Kilic Orfoz Deniz Baliklari Yetistiriciligi Projesi,"Seabass, Seabream and Meagre",Single Site,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (27.511146 37.188601),,,,,
S0000831,KILIC DENIZ URUNLERI URETIM IHR. ITH. TIC. A.S.,Kilic Mavi Sular Deniz Baliklari Yetistiriciligi Revizyon Projesi,Kilic Mavi Sular Deniz Baliklari Yetistiriciligi Revizyon Projesi,"Seabass, Seabream and Meagre",Single Site,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (27.39366 37.254709),,,,,
S0000832,KILIC DENIZ URUNLERI URETIM IHR. ITH. TIC. A.S.,Kilic Offshore 2 Deniz Baliklari Yetistiriciligi Projesi,Kilic Offshore 2 Deniz Baliklari Yetistiriciligi Projesi,"Seabass, Seabream and Meagre",Single Site,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (27.493661 37.169234),,,,,
S0000833,KILIC DENIZ URUNLERI URETIM IHR. ITH. TIC. A.S.,Kilic Salih Adasi Su Urunleri Yetistiriciligi Projesi,Kilic Salih Adasi Su Urunleri Yetistiriciligi Projesi,"Seabass, Seabream and Meagre",Single Site,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (27.473698 37.16628),,,,,
S0000834,Agromey Gida Ve Yem San. Tic. A.S.,Elektrosan,Elektrosan,"Seabass, Seabream and Meagre",Single Site,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (26.33535 38.581221),,,,,
S0000835,Agromey Gida Ve Yem San. Tic. A.S.,Seferkaya,Seferkaya,"Seabass, Seabream and Meagre",Single Site,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (26.350533 38.577638),,,,,
S0001914,Noordzee Su Urunleri Ihracat San. Tic. A.S,Noordzee Deniz Baliklari Off Shore Revizyon Projesi,Noordzee Deniz Balıkları Off Shore Revizyon Projesi,"Seabass, Seabream and Meagre",Single Site,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (27.238942 37.7556),,,,,
S0001916,Noordzee Su Urunleri Ihracat San. Tic. A.S,SAS Off Shore Sistemi ile Su Ürünleri Yetistiriciligi Projesi,SAS Off Shore Sistemi ile Su Ürünleri Yetiştiriciliği Projesi,"Seabass, Seabream and Meagre",Single Site,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (27.727219 37.451919),,,,,
S0002021,Nireus Aquaculture S.A.,Kato Aetos,Kato Aetos,"Seabass, Seabream and Meagre",Single Site,Greece,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (20.045399 39.679452),,,,,
S0002022,Nireus Aquaculture S.A.,Pagania Bay,Pagania Bay,"Seabass, Seabream and Meagre",Single Site,Greece,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (20.09096 39.654267),,,,,
S0002023,Nireus Aquaculture S.A.,Simos Fouki,Simos Fouki,"Seabass, Seabream and Meagre",Single Site,Greece,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (20.089433 39.666049),,,,,
S0002025,Nireus Aquaculture S.A.,Petalas Island,Petalas Island,"Seabass, Seabream and Meagre",Single Site,Greece,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (21.074733 38.42549),,,,,
S0002026,Nireus Aquaculture S.A.,Pontikos Island,Pontikos Island,"Seabass, Seabream and Meagre",Single Site,Greece,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (21.066616 38.461173),,,,,
S0002065,FTHIOTIDA AQUACULTURE S.M.S.A.,Fouski Arcadia,Fousky Arcadiadic,"Seabass, Seabream and Meagre",Single Site,Greece,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (23.617372 37.155186),,,,,
S0002066,FTHIOTIDA AQUACULTURE S.M.S.A.,Kalamaki Arcadia,Kalamaki Arcadia,"Seabass, Seabream and Meagre",Single Site,Greece,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (23.607533 37.167922),,,,,
S0002067,FTHIOTIDA AQUACULTURE S.M.S.A.,Ortholithi Arcadia,Ortholithi Arcadia,"Seabass, Seabream and Meagre",Single Site,Greece,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (23.286672 38.204864),,,,,
S0002068,Ilknak Su Urunleri San Tic AS,Ilknak 2,Ilknak Cipura - levrek Ba. Yet. Pro. (Ilknak 2),"Seabass, Seabream and Meagre",Single Site,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (26.825873 38.915094),,,,,
S0002069,Ilknak Su Urunleri San Tic AS,Ilknak 3,More Balik Uretim Tesisi Cipura Levrek Yetistiricilik Projesi (Ilknak 3),"Seabass, Seabream and Meagre",Single Site,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (26.823537 38.903594),,,,,
S0002101,Dainichi Corporation,"Uchiumi Suisan Co., Ltd","Uchiumi Suisan Co., Ltd","Seabass, Seabream and Meagre",Single Site,Japan,Pagrus major (Japanese seabream),POINT (132.452944 33.042417),,,,,
S0003184,Hatko Teknik Donanimlar Mumessillik Ve Tic. A. S.,Hatko Multisite (4 sites),Hatko Acik Deniz Cipura VeLevrek Yetistiricilik Projesi,"Seabass, Seabream and Meagre",,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (27.380664 37.182232),,,,,
S0003185,Hatko Teknik Donanimlar Mumessillik Ve Tic. A. S.,Hatko Multisite (4 sites),Turkmen Off-shore Sistemi İle Su Urunleri Yetistiriciliği Projesi,"Seabass, Seabream and Meagre",,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (27.370522 37.187652),,,,,
S0003186,Hatko Teknik Donanimlar Mumessillik Ve Tic. A. S.,Hatko Multisite (4 sites),Elize Açık Deniz Cipura – Levrek Yetistiricilik Projesi,"Seabass, Seabream and Meagre",,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (27.382566 37.183525),,,,,
S0003187,Hatko Teknik Donanimlar Mumessillik Ve Tic. A. S.,Hatko Multisite (4 sites),Hatba Off-shore Sistemi Ile SuUrunleri Yetistiriciligi Projesi,"Seabass, Seabream and Meagre",,Turkey,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (27.380859 37.182623),,,,,
S0003216,ORADA Adriatic d.o.o. Company,ORADA Adriatic d.o.o.,HQ/sorting site,"Seabass, Seabream and Meagre",Multi Site without IMS,Croatia,"Sparus aurata (Gilthead seabream), Dicentrarchus labrax (European seabass)",POINT (14.411056 44.965028),,,,,
S0003217,ORADA Adriatic d.o.o. Company,ORADA Adriatic d.o.o.,Cres – Veli bok (,"Seabass, Seabream and Meagre",Multi Site without IMS,Croatia,"Sparus aurata (Gilthead seabream), Dicentrarchus labrax (European seabass)",POINT (14.377111 44.986833),,,,,
S0003218,ORADA Adriatic d.o.o. Company,ORADA Adriatic d.o.o.,Osor (Farm),"Seabass, Seabream and Meagre",Multi Site without IMS,Croatia,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (14.362806 44.70275),,,,,
S0003219,ORADA Adriatic d.o.o. Company,ORADA Adriatic d.o.o.,Plavnik – KRK (Farm),"Seabass, Seabream and Meagre",Multi Site without IMS,Croatia,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (14.501639 44.984167),,,,,
S0003220,ORADA Adriatic d.o.o. Company,ORADA Adriatic d.o.o.,Orada Adriatic - KUKULJANOVO,"Seabass, Seabream and Meagre",Multi Site without IMS,Croatia,"Sparus aurata (Gilthead seabream), Dicentrarchus labrax (European seabass)",POINT (14.498639 45.339139),,,,,
S0003233,KORNAT ITTICA D.O.O.,Škabrnjska,Škabrnjska Ulica 5 site,"Seabass, Seabream and Meagre",,Croatia,"Sparus aurata (Gilthead seabream), Dicentrarchus labrax (European seabass)",POINT (16.033944 45.833278),,,,,
S0003154,"euglena Co.,Ltd.","Yaeyama Shokusan Co, Ltd",Yaeyama Shokusan farm,Seaweed (Algae),Single Site,Japan,"Chlorella sorokiniana (Chlorella), Euglena gracilis (Euglena)",POINT (124.235802 24.34653),,,,,
S0003179,GIJANG SUSTAINABLE SEAWEED NETWORK,GIJANG Wakame,"JYEONGTAE, KIM Farm",Seaweed (Algae),,"Korea, Republic of",Undaria Pinnatifida (Wakame),POINT (129.238611 35.208888),,,,,
S0003180,GIJANG SUSTAINABLE SEAWEED NETWORK,GIJANG Wakame,"JAEHONG, JUNG Farm",Seaweed (Algae),,"Korea, Republic of",Undaria Pinnatifida (Wakame),POINT (129.218888 35.178333),,,,,
S0003181,GIJANG SUSTAINABLE SEAWEED NETWORK,GIJANG Wakame,"EUNA, JOO Farm",Seaweed (Algae),,"Korea, Republic of",Undaria Pinnatifida (Wakame),POINT (129.227222 35.188055),,,,,
S0003323,Wando Eco-friendly Seafood Cooperative (WESC),Wando Eco-friendly Seafood Cooperative (WESC) UOC,Mr. Seong-Uk LEE's farm,Seaweed (Algae),,"Korea, Republic of",Hizikia fusiformis (Hijiki),,,,,,
S0003324,Wando Eco-friendly Seafood Cooperative (WESC),Wando Eco-friendly Seafood Cooperative (WESC) UOC,Mr. Yong-Jin CHOI's farm,Seaweed (Algae),,"Korea, Republic of",Laminaria japonica (Japanese kelp),,,,,,
S0003325,Wando Eco-friendly Seafood Cooperative (WESC),Wando Eco-friendly Seafood Cooperative (WESC) UOC,Mr. Jong-Hun CHO's farm,Seaweed (Algae),,"Korea, Republic of",Laminaria japonica (Japanese kelp),,,,,,
S0003327,Wando Eco-friendly Seafood Cooperative (WESC),Wando Eco-friendly Seafood Cooperative (WESC) UOC,Mr. Su-Han CHOIi's farm,Seaweed (Algae),,"Korea, Republic of",Laminaria japonica (Japanese kelp),,,,,,
S0003328,Wando Eco-friendly Seafood Cooperative (WESC),Wando Eco-friendly Seafood Cooperative (WESC) UOC,Mr. Yo-Hwan KIM's farm,Seaweed (Algae),,"Korea, Republic of",Laminaria japonica (Japanese kelp),,,,,,
S0003329,Wando Eco-friendly Seafood Cooperative (WESC),Wando Eco-friendly Seafood Cooperative (WESC) UOC,Mr. Nam-Il KIM's farm,Seaweed (Algae),,"Korea, Republic of",Laminaria japonica (Japanese kelp),,,,,,
S0003330,Wando Eco-friendly Seafood Cooperative (WESC),Wando Eco-friendly Seafood Cooperative (WESC) UOC,Mr. Ju-Bin AN's farm,Seaweed (Algae),,"Korea, Republic of",Laminaria japonica (Japanese kelp),,,,,,
S0003331,Wando Eco-friendly Seafood Cooperative (WESC),Wando Eco-friendly Seafood Cooperative (WESC) UOC,Mr. Do-Hyung CHAE's farm,Seaweed (Algae),,"Korea, Republic of",Laminaria japonica (Japanese kelp),,,,,,
S0003332,Wando Eco-friendly Seafood Cooperative (WESC),Wando Eco-friendly Seafood Cooperative (WESC) UOC,r. Kyung-Yeol PARK's farm,Seaweed (Algae),,"Korea, Republic of",Laminaria japonica (Japanese kelp),,,,,,
S0000116,Kingfish Zeeland BV,Kingfish Zeeland BV,Kingfish Zeeland BV,Seriola and Cobia,Single Site,Netherlands,Seriola lalandi (Yellowtail amberjack),POINT (3.864444 51.597778),,,,,
S0000224,Sashimi Royal,Sashimi Royal Farm,Sashimi Royal Farm,Seriola and Cobia,Single Site,Denmark,Seriola lalandi (Yellowtail amberjack),POINT (8.63003 57.134358),,,,,
S0000216,CLEAN SEAS SEAFOOD LIMITED,"Boston Bay, Louth Bay, & Arno Bay",Boston Bay - Boston Point,Seriola and Cobia,Multi Site without IMS,Australia,Seriola lalandi (Yellowtail amberjack),POINT (135.908111 -34.715778),,,,,
S0000217,CLEAN SEAS SEAFOOD LIMITED,"Boston Bay, Louth Bay, & Arno Bay",Louth Bay,Seriola and Cobia,Multi Site without IMS,Australia,Seriola lalandi (Yellowtail amberjack),POINT (135.99175 -34.58175),,,,,
S0000572,"Kampachi Mexico, S de RL de CV",Aquacultivos de Cortéz,Aquacultivos de Cortéz Farm,Seriola and Cobia,Single Site,Mexico,Seriola rivoliana (Longfin yellowtail),POINT (-110.6063 24.386997),,,,,
S0000630,Azuma-Cho Fisheries Cooperative Association,Aquaculture area of the Azuma-Cho Fisheries Cooperative Association,Aquaculture area of the Azuma-Cho Fisheries Cooperative Association,Seriola and Cobia,Single Site,Japan,Seriola quinqueradiata (Japanese amberjack),POINT (130.202778 32.274167),,,,,
S0000720,Maruha Nichiro Corporation,"Farm of Amami Yogyo Co., Ltd.","Farm of Amami Yogyo Co., Ltd.",Seriola and Cobia,Single Site,Japan,Seriola dumerili (Greater amberjack),POINT (129.288611 28.172778),,,,,
S0000905,CLEAN SEAS SEAFOOD LIMITED,"Boston Bay, Louth Bay, & Arno Bay",Boston Bay - Bickers,Seriola and Cobia,Multi Site without IMS,Australia,Seriola lalandi (Yellowtail amberjack),POINT (135.961653 -34.736756),,,,,
S0000906,CLEAN SEAS SEAFOOD LIMITED,"Boston Bay, Louth Bay, & Arno Bay",Boston Bay - Northern,Seriola and Cobia,Multi Site without IMS,Australia,Seriola lalandi (Yellowtail amberjack),POINT (135.904928 -34.712928),,,,,
S0001726,Kurose Suisan,"Kushima, Uchinoura, Nobekoa Farms",Kushima Farm,Seriola and Cobia,Multi Site without IMS,Japan,Seriola quinqueradiata (Japanese amberjack),POINT (131.212707 31.410595),,,,,
S0001727,Kurose Suisan,"Kushima, Uchinoura, Nobekoa Farms",Uchinoura Farm,Seriola and Cobia,Multi Site without IMS,Japan,Seriola quinqueradiata (Japanese amberjack),POINT (131.087222 31.289123),,,,,
S0001728,Kurose Suisan,"Kushima, Uchinoura, Nobekoa Farms",Nobeoka Farm,Seriola and Cobia,Multi Site without IMS,Japan,Seriola quinqueradiata (Japanese amberjack),POINT (131.784962 32.639812),,,,,
S0001781,Open Blue Farms,Open Blue Sea Farm,Open Blue Sea Farm,Seriola and Cobia,Single Site,Panama,Rachycentron canadum (Cobia),POINT (-79.343194 9.691944),,,,,
S0001815,"GLOBAL OCEAN WORKS CO., LTD. And Fukuyama Fish Farm","Farm of Fukuyama Fish Farm Co., Ltd.",Fukuyama Fish Farm,Seriola and Cobia,Single Site,Japan,Seriola quinqueradiata (Japanese amberjack),POINT (130.808333 31.679167),,,,,
S0001842,Maruha Nichiro Corporation,Maruha Nichiro Corporation,"Farm of Aquafarm Co., Ltd.",Seriola and Cobia,Single Site,Japan,Seriola quinqueradiata (Japanese amberjack),POINT (131.9 32.8),,,,,
S0002005,Blue Ocean Mariculture LLC,Blue Ocean Mariculture LLC,Blue Ocean Mariculture LLC,Seriola and Cobia,Single Site,United States of America,Seriola rivoliana (Longfin yellowtail),POINT (-156.036833 19.445833),,,,,
S0002100,FRESH Volklingen GMBH,FRESH Volklingen GMBH,FRESH Volklingen GMBH,Seriola and Cobia,Single Site,Germany,"Dicentrarchus labrax (European seabass), Sparus aurata (Gilthead seabream)",POINT (6.883306 49.242603),,,,,
S0002153,CLEAN SEAS SEAFOOD LIMITED,"Boston Bay, Louth Bay, & Arno Bay",Arno Bay,Seriola and Cobia,Multi Site without IMS,Australia,Seriola lalandi (Yellowtail amberjack),POINT (136.645933 -33.931042),,,,,
S0003289,Omega Azul S. de R.L. de C.V.,Omega Azul S.A.P.I. de C.V,Omega Azul S.A.P.I. de C.V,Seriola and Cobia,,Mexico,Seriola rivoliana (Longfin yellowtail),POINT (-110.339717 24.295),,,,,
S0000107,Asvini Fisheries Private Ltd.,Kannapiran Aqua Farms,M/S.Kannapiran Aqua Farms,Shrimp,Single Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (79.269 10.239944),,,,,
S0000113,Seaprimexco,Tan Hung Tay Farm,Tan Hung Tay Farm,Shrimp,Single Site,Viet Nam,"Litopenaeus vannamei (Whiteleg shrimp), Penaeus monodon (Giant tiger prawn)",POINT (104.920864 8.899944),,,,,
S0000115,Empagran,Fincacua Farm,Fincacua Farm,Shrimp,Single Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.24742 -2.13254),,,,,
S0000121,Namcan Seaproducts Import & Export,Seanamico Multisite,141 (S141) Farm,Shrimp,Multi Site without IMS,Viet Nam,"Penaeus monodon (Giant tiger prawn), Metapenaeus ensis (Greasyback shrimp), Penaeus merguiensis (Banana Shrimp)",POINT (105.227733 8.773919),,,,,
S0000122,Namcan Seaproducts Import & Export,Seanamico Multisite,132 (S132) Farm,Shrimp,Multi Site without IMS,Viet Nam,"Penaeus monodon (Giant tiger prawn), Metapenaeus ensis (Greasyback shrimp), Penaeus merguiensis (Banana Shrimp)",POINT (105.259939 8.801267),,,,,
S0000123,Namcan Seaproducts Import & Export,Seanamico Multisite,Quốc Vũ 1 (SV1) Farm,Shrimp,Multi Site without IMS,Viet Nam,"Penaeus monodon (Giant tiger prawn), Metapenaeus ensis (Greasyback shrimp), Penaeus merguiensis (Banana Shrimp)",POINT (105.226952 8.783594),,,,,
S0000124,Namcan Seaproducts Import & Export,Seanamico Multisite,Quốc Vũ 2 (SV2) Farm,Shrimp,Multi Site without IMS,Viet Nam,"Penaeus monodon (Giant tiger prawn), Metapenaeus ensis (Greasyback shrimp), Penaeus merguiensis (Banana Shrimp)",POINT (105.245911 8.788222),,,,,
S0000125,Namcan Seaproducts Import & Export,Seanamico Multisite,Hoàng Đông (SHD) Farm,Shrimp,Multi Site without IMS,Viet Nam,"Penaeus monodon (Giant tiger prawn), Metapenaeus ensis (Greasyback shrimp), Penaeus merguiensis (Banana Shrimp)",POINT (105.241425 8.7946),,,,,
S0000126,Asvini Fisheries Private Ltd.,"Sri Raja, Undavalli Sailaja & Tammineedi Farm",M/s. Sri Raja Rajeswari Aqua Farm,Shrimp,Multi Site without IMS,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (81.804556 16.504917),,,,,
S0000127,Asvini Fisheries Private Ltd.,"Sri Raja, Undavalli Sailaja & Tammineedi Farm",Vundavalli Sailaja,Shrimp,Multi Site without IMS,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (81.802708 16.505383),,,,,
S0000128,Asvini Fisheries Private Ltd.,"Sri Raja, Undavalli Sailaja & Tammineedi Farm",Tammineedi Sai Venkata Rajesh,Shrimp,Multi Site without IMS,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (81.800778 16.508167),,,,,
S0000129,Forstar frozen foods PVT. LTD. Unit 2,Hariom Aquaculture PVT. LTD.,Hariom Aquaculture PVT. LTD.,Shrimp,Single Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (72.857265 20.965182),,,,,
S0000130,Satya Seafoods,Krishna & Chandra Sheker farm,Krishna Farm,Shrimp,Multi Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (82.266753 16.776664),,,,,
S0000131,Satya Seafoods,Krishna & Chandra Sheker farm,Chandra Sheker Farm,Shrimp,Multi Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (82.096008 16.860423),,,,,
S0000213,ASF Exports,Vegesna & Gudivada,Shri Vegesna Rama Krishnam Raju Farm,Shrimp,Multi Site without IMS,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (81.603717 16.688481),,,,,
S0000218,Grupo LAMAR- Inversiones Marinas del Lago,Inmarlaca Farm,Inmarlaca Farm,Shrimp,Multi Site without IMS,Venezuela (Bolivarian Republic of),Litopenaeus vannamei (Whiteleg shrimp),POINT (-71.949374 10.128371),,,,,
S0000250,Rivera Marina S. de R.L.,Rivera Marina,Rivermar,Shrimp,Multi Site without IMS,Honduras,Litopenaeus vannamei (Whiteleg shrimp),POINT (-87.414097 13.157444),,,,,
S0000251,Granjas Marinas del Sur S.A DE C.V.,GMS,GMS,Shrimp,Multi Site without IMS,Honduras,Litopenaeus vannamei (Whiteleg shrimp),POINT (-87.439722 13.265833),,,,,
S0000256,Suryo Udyog Limited,Parikhi Farms,Parikhi Farm,Shrimp,Single Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (87.04 21.48),,,,,
S0000258,COFIMAR,Cofimar Farm,Cofimar Farm,Shrimp,Single Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.325486 -2.634347),,,,,
S0000269,"Shenzhen Pengcheng Marine Products Co., Ltd.",Liyaowei Xitou Farm,Liyaowei Xitou Farm,Shrimp,Single Site,China,Litopenaeus vannamei (Whiteleg shrimp),POINT (111.693417 21.596472),,,,,
S0000272,ACCION ACUACULTURA,Accion Acuacultura S.A. de C.V.,Sur I Farm,Shrimp,Multi Site without IMS,Mexico,Litopenaeus vannamei (Whiteleg shrimp),POINT (-109.820531 26.852353),,,,,
S0000273,ACCION ACUACULTURA,Accion Acuacultura S.A. de C.V.,Kino I Farm,Shrimp,Multi Site without IMS,Mexico,Litopenaeus vannamei (Whiteleg shrimp),POINT (-111.848433 28.683878),,,,,
S0000274,ACCION ACUACULTURA,Accion Acuacultura S.A. de C.V.,Kino II Farm,Shrimp,Multi Site without IMS,Mexico,Litopenaeus vannamei (Whiteleg shrimp),POINT (-111.829639 28.719989),,,,,
