"Taxonkey","TaxonName","CommonName","Gear","GearName","Descript","bycatch","destruction","type"
601707,"Sciaena umbra","Brown meagre",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
601707,"Sciaena umbra","Brown meagre",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
100056,"Clams cockles arkshells","Clams cockles arkshells",831,"hand dredges","demersal mollusc","high","destructive","demersal"
100056,"Clams cockles arkshells","Clams cockles arkshells",500,"traps","demersal mollusc","high","non-destructive","demersal"
690059,"Illex coindetii","Broadtail shortfin squid",400,"Lines","cephalopods","low","non-destructive","pelagic"
601736,"Liza saliens","Leaping mullet",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
601736,"Liza saliens","Leaping mullet",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
601736,"Liza saliens","Leaping mullet",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
601747,"Phycis phycis","Forkbeard",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
601747,"Phycis phycis","Forkbeard",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
601747,"Phycis phycis","Forkbeard",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
400084,"Bathylagidae","Deep-sea smelts",850,"mid-water trawls","bathypelagic <30 cm","high","non-destructive","pelagic"
400084,"Bathylagidae","Deep-sea smelts",840,"bottom trawls","bathypelagic <30 cm","high","destructive","pelagic"
590065,"Chionoecetes","Pacific snow crabs",840,"bottom trawls","lobsters crab","high","destructive","demersal"
590065,"Chionoecetes","Pacific snow crabs",1400,"gillnets","lobsters crab","high","non-destructive","demersal"
590065,"Chionoecetes","Pacific snow crabs",500,"traps","lobsters crab","high","non-destructive","demersal"
590065,"Chionoecetes","Pacific snow crabs",551,"pots","lobsters crab","high","non-destructive","demersal"
601749,"Diplodus puntazzo","Sharpsnout seabream",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
601749,"Diplodus puntazzo","Sharpsnout seabream",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
601749,"Diplodus puntazzo","Sharpsnout seabream",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
690598,"Scyllarides latus","Mediterranean slipper lobster",840,"bottom trawls","lobsters crab","high","destructive","demersal"
690598,"Scyllarides latus","Mediterranean slipper lobster",1400,"gillnets","lobsters crab","high","non-destructive","demersal"
600228,"Albula vulpes","Bonefish",900,"seine nets","reef-associated >=90 cm","high","non-destructive","pelagic"
590067,"Geryon","Deepsea crabs",840,"bottom trawls","lobsters crab","high","destructive","demersal"
590067,"Geryon","Deepsea crabs",1400,"gillnets","lobsters crab","high","non-destructive","demersal"
590067,"Geryon","Deepsea crabs",500,"traps","lobsters crab","high","non-destructive","demersal"
590067,"Geryon","Deepsea crabs",551,"pots","lobsters crab","high","non-destructive","demersal"
590067,"Geryon","Deepsea crabs",830,"dredges","lobsters crab","high","destructive","demersal"
600131,"Scomberomorus niphonius","Japanese Spanish mackerel",1400,"gillnets","pelagic >=90 cm","high","non-destructive","pelagic"
600463,"Arctoscopus japonicus","Sailfin sandfish",420,"with gorges or hooks","bathydemersal <30 cm","low","non-destructive","demersal"
600463,"Arctoscopus japonicus","Sailfin sandfish",840,"bottom trawls","bathydemersal <30 cm","high","destructive","demersal"
600463,"Arctoscopus japonicus","Sailfin sandfish",1400,"gillnets","bathydemersal <30 cm","high","non-destructive","demersal"
600242,"Oncorhynchus masou masou","Cherry salmon",1020,"purse seines","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
600242,"Oncorhynchus masou masou","Cherry salmon",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
600242,"Oncorhynchus masou masou","Cherry salmon",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
600242,"Oncorhynchus masou masou","Cherry salmon",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
600242,"Oncorhynchus masou masou","Cherry salmon",1400,"gillnets","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
690198,"Todarodes pacificus","Japanese flying squid",1420,"driftnets","cephalopods","high","non-destructive","pelagic"
600510,"Pleurogrammus azonus","Okhostk atka mackerel",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
690201,"Apostichopus japonicus","Japanese sea cucumber",120,"by diving","demersal mollusc","low","non-destructive","demersal"
690201,"Apostichopus japonicus","Japanese sea cucumber",831,"hand dredges","demersal mollusc","high","destructive","demersal"
690201,"Apostichopus japonicus","Japanese sea cucumber",500,"traps","demersal mollusc","high","non-destructive","demersal"
690201,"Apostichopus japonicus","Japanese sea cucumber",830,"dredges","demersal mollusc","high","destructive","demersal"
690430,"Nototodarus sloanii","Wellington flying squid",433,"squid hooks","cephalopods","low","non-destructive","pelagic"
690445,"Pecten yessoensis","Yesso scallop",831,"hand dredges","demersal mollusc","high","destructive","demersal"
690445,"Pecten yessoensis","Yesso scallop",120,"by diving","demersal mollusc","low","non-destructive","demersal"
690445,"Pecten yessoensis","Yesso scallop",500,"traps","demersal mollusc","high","non-destructive","demersal"
690445,"Pecten yessoensis","Yesso scallop",830,"dredges","demersal mollusc","high","destructive","demersal"
690470,"Ommastrephes bartramii","Neon flying squid",1420,"driftnets","cephalopods","high","non-destructive","pelagic"
601319,"Beryx decadactylus","Alfonsino",840,"bottom trawls","bathydemersal 30 - 90 cm","high","destructive","demersal"
601351,"Paralichthys olivaceus","Bastard halibut",1400,"gillnets","flatfish <90 cm","high","non-destructive","demersal"
601351,"Paralichthys olivaceus","Bastard halibut",421,"handlines","flatfish <90 cm","low","non-destructive","demersal"
601351,"Paralichthys olivaceus","Bastard halibut",422,"set lines","flatfish <90 cm","high","non-destructive","demersal"
601351,"Paralichthys olivaceus","Bastard halibut",840,"bottom trawls","flatfish <90 cm","high","destructive","demersal"
601609,"Konosirus punctatus","Konoshiro gizzard shad",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
300059,"Scorpaeniformes","Scorpionfishes and flatheads",421,"handlines","demersal <30 cm","low","non-destructive","demersal"
400190,"Lophiidae","Goosefishes",563,"pound nets","demersal 30 - 90 cm","low","non-destructive","demersal"
400421,"Centrolophidae","Medusafishes",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
400002,"Myxinidae","Hagfishes",840,"bottom trawls","bathydemersal 30 - 90 cm","high","destructive","demersal"
400002,"Myxinidae","Hagfishes",1400,"gillnets","bathydemersal 30 - 90 cm","high","non-destructive","demersal"
400002,"Myxinidae","Hagfishes",420,"with gorges or hooks","bathydemersal 30 - 90 cm","low","non-destructive","demersal"
400308,"Malacanthidae","Tilefishes",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
508895,"Pogonophryne","Blunderfish",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
690143,"Portunus trituberculatus","Gazami crab",500,"traps","lobsters crab","high","non-destructive","demersal"
690143,"Portunus trituberculatus","Gazami crab",1400,"gillnets","lobsters crab","high","non-destructive","demersal"
690143,"Portunus trituberculatus","Gazami crab",551,"pots","lobsters crab","high","non-destructive","demersal"
690146,"Haliotis gigantea","Giant abalone",120,"by diving","demersal mollusc","low","non-destructive","demersal"
690180,"Turbo cornutus","Horned turban",830,"dredges","demersal mollusc","high","destructive","demersal"
600302,"Conger myriaster","Whitespotted conger",420,"with gorges or hooks","demersal >=90 cm","low","non-destructive","demersal"
690218,"Mytilus coruscus","Korean mussel",830,"dredges","demersal mollusc","high","destructive","demersal"
690218,"Mytilus coruscus","Korean mussel",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
690218,"Mytilus coruscus","Korean mussel",120,"by diving","demersal mollusc","low","non-destructive","demersal"
690218,"Mytilus coruscus","Korean mussel",213,"raking devices","demersal mollusc","high","destructive","demersal"
100047,"Miscellaneous marine crustaceans","Marine crustaceans",553,"box-like traps","lobsters crab","high","non-destructive","demersal"
610308,"Patagonotothen ramsayi","Ramsay's icefish",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
610308,"Patagonotothen ramsayi","Ramsay's icefish",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
690005,"Acetes japonicus","Akiami paste shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
600476,"Chionodraco rastrospinosus","Ocellated icefish",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
600305,"Hyporhamphus sajori","Japanese halfbeak",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600305,"Hyporhamphus sajori","Japanese halfbeak",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
600305,"Hyporhamphus sajori","Japanese halfbeak",850,"mid-water trawls","pelagic 30 - 90 cm","high","non-destructive","pelagic"
690176,"Mactra sachalinensis","Hen clam",830,"dredges","demersal mollusc","high","destructive","demersal"
690176,"Mactra sachalinensis","Hen clam",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
690176,"Mactra sachalinensis","Hen clam",120,"by diving","demersal mollusc","low","non-destructive","demersal"
690176,"Mactra sachalinensis","Hen clam",213,"raking devices","demersal mollusc","high","destructive","demersal"
600232,"Coregonus lavaretus","Common whitefish",421,"handlines","demersal 30 - 90 cm","low","non-destructive","demersal"
600232,"Coregonus lavaretus","Common whitefish",100,"without gear","demersal 30 - 90 cm","low","non-destructive","demersal"
690283,"Crassostrea gigas","Pacific cupped oyster",830,"dredges","demersal mollusc","high","destructive","demersal"
600531,"Stephanolepis cirrhifer","Thread-sail filefish",421,"handlines","demersal <30 cm","low","non-destructive","demersal"
100036,"Scombroids","Tunas bonitos billfishes",500,"traps","pelagic >=90 cm","high","non-destructive","pelagic"
690356,"Metapenaeus joyneri","Shiba shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
690445,"Pecten yessoensis","Yesso scallop",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
690445,"Pecten yessoensis","Yesso scallop",213,"raking devices","demersal mollusc","high","destructive","demersal"
601519,"Sardinella zunasi","Japanese sardinella",900,"seine nets","pelagic <30 cm","high","non-destructive","pelagic"
600442,"Argyrops spinifer","King soldierbream",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
600442,"Argyrops spinifer","King soldierbream",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
600442,"Argyrops spinifer","King soldierbream",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
607108,"Chionobathyscus dewitti","Chionobathyscus dewitti",1400,"gillnets","bathydemersal 30 - 90 cm","high","non-destructive","demersal"
607108,"Chionobathyscus dewitti","Chionobathyscus dewitti",840,"bottom trawls","bathydemersal 30 - 90 cm","high","destructive","demersal"
607108,"Chionobathyscus dewitti","Chionobathyscus dewitti",420,"with gorges or hooks","bathydemersal 30 - 90 cm","low","non-destructive","demersal"
606356,"Acanthopagrus latus","Yellowfin seabream",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
606356,"Acanthopagrus latus","Yellowfin seabream",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
606356,"Acanthopagrus latus","Yellowfin seabream",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
600880,"Carcharhinus plumbeus","Sandbar shark",423,"drift lines","shark >=90 cm","high","non-destructive","demersal"
601773,"Trachinotus ovatus","Derbio",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
604540,"Pagrus caeruleostictus","Bluespotted seabream",420,"with gorges or hooks","benthopelagic >=90 cm","low","non-destructive","demersal"
604540,"Pagrus caeruleostictus","Bluespotted seabream",850,"mid-water trawls","benthopelagic >=90 cm","high","non-destructive","demersal"
607113,"Neopagetopsis ionah","Bible icefish",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
607113,"Neopagetopsis ionah","Bible icefish",420,"with gorges or hooks","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
601707,"Sciaena umbra","Brown meagre",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
690199,"Meretrix lusoria","Japanese hard clam",830,"dredges","demersal mollusc","high","destructive","demersal"
607327,"Balistes capriscus","Grey triggerfish",500,"traps","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
607327,"Balistes capriscus","Grey triggerfish",421,"handlines","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
607327,"Balistes capriscus","Grey triggerfish",423,"drift lines","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
607327,"Balistes capriscus","Grey triggerfish",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
607327,"Balistes capriscus","Grey triggerfish",1100,"drive-in nets","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
690201,"Apostichopus japonicus","Japanese sea cucumber",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
690201,"Apostichopus japonicus","Japanese sea cucumber",213,"raking devices","demersal mollusc","high","destructive","demersal"
604556,"Trachyrincus scabrus","Roughsnout grenadier",840,"bottom trawls","bathypelagic 30 - 90 cm","high","destructive","pelagic"
613025,"Sparisoma cretense","Parrotfish",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
607126,"Muraenolepis microps","Smalleye moray cod",840,"bottom trawls","pelagic 30 - 90 cm","high","destructive","pelagic"
608556,"Pseudopleuronectes herzensteini","Littlemouth flounder",1400,"gillnets","flatfish <90 cm","high","non-destructive","demersal"
608556,"Pseudopleuronectes herzensteini","Littlemouth flounder",422,"set lines","flatfish <90 cm","high","non-destructive","demersal"
608556,"Pseudopleuronectes herzensteini","Littlemouth flounder",840,"bottom trawls","flatfish <90 cm","high","destructive","demersal"
608556,"Pseudopleuronectes herzensteini","Littlemouth flounder",421,"handlines","flatfish <90 cm","low","non-destructive","demersal"
